	aneu	text	label	insulte	grau	rol	tipus	insults
1346	tweet74_1591546107255050249	@ayuso_jose Mare dt.. Tothom al Puto carrer, però ja.	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['Tothom al Puto carrer']
1527	tweet33_1234893027983921153	@laSextaTV Quanta razn té!!	NOVIOLENTO	NO				[]
1815	tweet48_1235012535960645632	@laSextaTV La llibertat permet la crtica, o no?	NOVIOLENTO	NO				[]
928	tweet65_1592807535861706753	@Monica_Garcia_G Seora és fastigós q ni tan sols el teu partit faig el mateix en les comunitats gobernandas per l'esquerra quan la sanitat est q fa fàstic veus com és poltica tot feu fàstic no sou sincers per això hacis ms gran Ayuso https://t.co/x6jfuq48xx	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fastigós', 'fa fàstic', 'feu fàstic']
1965	tweet55_1591826794944303106	@okdiario I x això no pot defensar la pblica?  Q fàstic de plumillas d'Ayuso , dic , d'Inda	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Q fàstic de']
2281	tweet67_1234962465097756672	@laSextaTV Estic totalment d'acord amb ella. nimo @cayetanaAT	NOVIOLENTO	NO				[]
1500	tweet88_1235122071870377984	@laSextaTV Ni falta que li fa té  un sac de razn !! I et diré una altra coseta tambin sou els culpables de l'alarma pel coronabirus, per tremendistas, us vau passar 7 pobles amb els xinesos . Ara us moderis??? rdenes del cap no??	NOVIOLENTO	NO				[]
601	tweet87_1591891079665946624	Qu puta ràbia, de debò. Ayuso debera estar, mnimo, en la crcel per això. I dic mnimo perquè no vull acabar en l'audiència nacional.  https://t.co/uisq1lvq3z	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Qu puta ràbia', 'en la crcel']
383	tweet3_1234900484655329280	@laSextaTV És que té tota la razn. Jo abans era la cadena que veja. Ara és una vergenza. Les entrevistes d'Ana Pastor són horribles. Només posa caritas i és incapaç d'improvisar una pregunta a raz del que conteste l'entrevistat. I Ferreras i Iaki són captulo apart.	NOVIOLENTO	NO				[]
1658	tweet27_989057702373490688	Sabas qu la razn per la qual als espaoles no ens agrada #hablarenpblico i parlar idiomes és la mateixa? Es diu sentit del #ridculo. Supralo aprendendiendo a #HablarenPublico amb #InteligenciaEmocional i #ProgramacinNeurolingstica  636 91 52 62 https://t.co/zui7vrgl4f	NOVIOLENTO	NO				[]
753	tweet5_1235516925926572032	@IreneMontero Das vergenza aliena.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['Das vergenza aliena']
1622	tweet79_989291393343373312	@SIlviaTitaG ja aquestes vella per a caminar-te prenent fotos asi #ridicula https://t.co/d3nkskf1lo	VIOLENT	SI	MODERAT	EXECUTOR	MASCLISTA	['vella', 'ridicula']
1276	tweet0_1592148238106505217	@tonnirubio88 @JesusCintora Portar gent de tota Espaa per a protestar per la sanitat contra Ayuso , en les dems ccaa la sanitat va de puta mare , ms ximples impossible en l'esquerra https://t.co/mmupdi4icf	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ms ximples impossible']
2820	tweet64_1234977990880063489	@laSextaTV No ha de retractar-se de res. Sou uns sectaris manipuladors.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectaris manipuladors']
1150	tweet47_1234970821094866944	@laSextaTV @cayetanaAT L'intent de manipulacin dels mitjans de comunicacin és evident, basta or la programacin de rte 3 i la clsica. Els canvis en pauta ocorren des de fa temps. La ciutadana espaola, indeferentemente la seua preferència poltica Ha de fer costat a Cayetana qui parla de valors	NOVIOLENTO	NO				[]
397	tweet28_1234861668951302147	@laSextaTV Sembla que hi ha molts que pensen igual, secta	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['secta']
1322	tweet50_1591169828458758144	@Vamosaloquevam1 @RobinLawley2 Ayuso, la dels asils. Cal tenir poca vergenza! Mesos recorrent l'embalum i mentint per a al final reconèixer-lo perquè vx no se sumara a la comisin d'investigacin. Que fàstic per déu.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Cal tenir poca vergenza', 'mentint', 'Que fàstic per déu']
787	tweet64_1235108944772608001	@laSextaTV La sisena NO ÉS MS Q UNA SECTA COMUNISTA, sou una https://t.co/5ogvuzflob	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['SECTA']
1422	tweet66_1235472378244640773	@laSextaTV Cmo va el tema? Aneu a sealar a tots els que us critiquen? Ho dic perquè tennis 2mil comentaris que deberais llegir!!!	NOVIOLENTO	NO				[]
1359	tweet87_1592550338698977281	@Cazatalentos Si amb això no dimiteix Ayuso ni tot el seu govern dius? qu herbes fumes o psicotropicos et ments en el cos, tenim al Govern d'Espaa ms mesquí i miserable que jams hubiramos ni imaginat i va el ximple de torn a dir l'estupidesa que primer se li ocorre, feu fàstic.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['qu herbes fumes', 'psicotropicos et ments', 'ms mesquí i miserable', 'el ximple de torn', 'estupidesa', 'feu fàstic']
556	tweet31_1592489326465937408	@HoyPorHoy fotre, qu fàstic que donen. Deixen en pau a Ayuso. Porqu no es fiquen amb el seu Sanchidad, se si que est dinamitant tot. D'aqueix desgraciat no parles, eh? Snchez és molt mes perillós per a la democràcia.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['qu fàstic que donen', 'desgraciat']
277	tweet58_1234893222801018887	@laSextaTV La llibertat d'expresin té 2 direccions. La resta es diu adulacion	NOVIOLENTO	NO				[]
1231	tweet50_1591705818948591616	@deividkiu @ByebyeEme Pena i fàstic és q els fatxes aproven l'atac desaforat i criminal a la sanitat pblica q est portant en quasi tota Espaa i q a Madrid és realment depravat,alegra q la ciutadana honesta todava reaccione davant tamaa crueltat i obscenitat d la psicpata Ayuso i adlteres.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Pena', 'fàstic', 'fatxes', 'psicpata']
1871	tweet24_1235576881191292928	@IreneMontero No ho justifiques...no has sabut trobar un eslògan...has d'envoltar-te de gent ms preparada que el teu...n'hi ha...	NOVIOLENTO	NO				[]
182	tweet6_1234835530476642304	@laSextaTV @cayetanaAT NO DAS UNA CAYE. MENTRE EL TEU ESTIMAT @pablocasado_ CRITICA A PODEMOS PER ANAR Pels PERIODISTES QUE MANIPULEN PROVES PER A DESAUTORITZAR Al GOVERN @PSOE - @PODEMOS.  VOSTÈ ESMENTE: https://t.co/ll9apqukfu	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['MANIPULEN', 'MENTEIX']
2173	tweet67_1234894725062234119	@laSextaTV La sisena és un fem, est al servei de Roures i l'esquerra.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['és un fem']
2802	tweet37_1235186575786549248	@IreneMontero @JEcheverriZ Retardada	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Retardada']
647	tweet56_1234836043742007296	@laSextaTV @cayetanaAT Bé Cayetana . Que borden el gros i el seu seora. Els que van anar a la secta a fer un càsting de la Bella i la Bèstia li'ls van quedar fixos . Asquito donen	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['gros', 'Asquito donen']
1714	tweet3_1234876115841355781	@laSextaTV Per qu habra de retractar-se?  Per a algú que diu la veritat ...	NOVIOLENTO	NO				[]
2741	tweet46_1235221301775781889	@laSextaTV És la pura veritat!	NOVIOLENTO	NO				[]
1027	tweet78_1591834345874288640	Que fàstic em dóna Ayuso, que fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que fàstic em dóna', 'que fàstic']
480	tweet45_1591533394076504064	"@okdiario Us veig sense ""subvencions"" i dineritos d'Ayuso i els madrileos, rebentareu del propi fàstic."	NOVIOLENTO	SI				['fàstic']
785	tweet60_1234972179831197697	@laSextaTV I té tota la razn	NOVIOLENTO	NO				[]
1115	tweet86_1592747631209779207	Que fàstic dónes comunista. La classe alta no necessita que la finance ningú. El que passa que Ayuso finança a la classe pobra i la teua el nico que fas és utilitzar-los com a vertaderes bombes llancívoles de ximples. Maleïts hipcritas comunistes. https://t.co/q65xvmtor0	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que fàstic dónes', 'Maleïts hipcritas comunistes']
52	tweet93_1234950676054249474	@laSextaTV Una veritat com una	NOVIOLENTO	NO				[]
335	tweet46_1593163836525510656	Lstima d'una bomba que no caiguera en aqueixa puta creu i l'Anada. Sobren les dues. SyR   Ayuso tracta de blindar la Creu de la Vall dels Cados amb la seua Llei de Patrimoni https://t.co/i0kdfeyj8z	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['d'una bomba', 'puta']
936	tweet75_1591128704503394304	@vitoquiles Fàstic dónes el teu becari, espere que aqueixos 34 sanitaris si els necessites et manen a la Real Casa de Correus al fet que t'atenga Daz Ayuso. Fàstic doneu els pseudoperiodistas menja cues de la ultradreta.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fàstic dónes el teu', 'Fàstic doneu', 'menja cues']
2083	tweet18_1234953575073275904	@laSextaTV A veure si no podrà criticar el que li isca de la pepitilla! Sectaris. Enemics de la democràcia i TRISTES sobretot TRISTES que sou el grup de la cadena trista	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Sectaris', 'TRISTOS']
532	tweet4_1591897956810166275	"@InigoErrejon @Monica_Garcia_ @Rita_Maestre @MasMadrid__  @juanlobato_és  NO ÉS POLITICA!, és ""la mani contra Ayuso"", 20 , un bocata, un segell en una cartolina. sto és molt tronat!!  I aquest impresentable seor Camilo @republicamurcia . Feu molt fàstic!. https://t.co/qykjsghozk"	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['impresentable']
392	tweet18_990551961958342662	@ooCarrillo Si el llibre li ho haguera regalat un sevillà a una murciana, no hi haguera hagut tanta polmica!! I que traguen fotos de les xarxes de l felicitant el dóna de la seua comunitat com si anara una cosa dolenta.... #ridiculo #Eurovision	NOVIOLENTO	NO				[]
134	tweet33_1234934955001761795	@laSextaTV Aquesta cadena sisena? en cada no la veiem i no és per un altre tema que no siga per tv fem. Ja es q el fem té molts televidents https://t.co/fsrv3tj6qb	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fem', 'fem']
1355	tweet83_1591862648810999813	@AlbertoEscri Ayuso és una assassina i els qui l'apoyis sou cmplices. Debera acabar en la puta crcel.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['és una assassina', 'sou cmplices', 'Debera acabar en la puta crcel']
1283	tweet7_1591886870706806784	@Dannyelsan1613 @EnfrmraSaturada Que rar que hi haja tanta gent criticant a Ayuso i després guanye el PP a Madrid... segur est comprat fins al seu desplaçament... que fàstic de rojos	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['que fàstic']
1610	tweet65_989293375034716160	"Que #ridculo veure a una xica que per passar per ""cool"" fingisca que li interessa el futebol.  M'indigna"	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ridculo']
1840	tweet81_1234891138336686080	@laSextaTV I els eres per a condisc els monogrficos durantes setmanes per a analitzar-los??...	NOVIOLENTO	NO				[]
341	tweet54_1592298017239228418	Per això Telemadrid no cubri la manifestacin del diumenge passat. El crtel a ple rendiment. Un fàstic!!!  https://t.co/ew5hk07i4g	NOVIOLENTO	SI				['Un fàstic!!!']
1318	tweet45_1593183521199525888	@Panik81 Com el chepas, gràcies Ayuso per manar-li al puto carrer	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['el chepas', 'al puto carrer']
2528	tweet9_1234893300517175297	@laSextaTV I est en la veritat	NOVIOLENTO	NO				[]
2690	tweet65_1234950353982017536	@laSextaTV De qu s'ha de retractar? Pregunte.	NOVIOLENTO	NO				[]
1684	tweet59_1234989828346769409	@laSextaTV El que té de coll li falta de cap.	VIOLENTE	NO	MODERAT	EXECUTOR	ALTRE	[]
118	tweet9_1235249907654709250	@laSextaTV Gran lvarez de Tolerdo, gran definicin de la secta	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['secta']
1712	tweet1_1234877599618342912	@laSextaTV Fan de la Sra. @cayetanaAT. Als sectaris no els agrada que els diguen les veritats a la cara.	NOVIOLENTO	NO				[]
2398	tweet16_1234943593682522114	@laSextaTV us han caido bons pals eh? serveix d'alguna cosa o és igual? sou escòria.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sou escòria']
2448	tweet90_1235218466396868611	@IreneMontero Vivs una utopa infantil i us creis que per fer una mica de ridculo i enfrontar gneros , l'ésser humà canviarà.Que l'home deixar de matar,de robar o de violar perquè ho diu una advenediza que viu com una marquesa.Idiotes i idiotos	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['matar', 'robar', 'violar', 'Idiotes']
791	tweet74_1235244681451229186	@IreneMontero Et mane una? https://t.co/28m3osphlw	NOVIOLENTO	NO				[]
688	tweet19_1234934746204995584	@laSextaTV I no es retractarà. Cayetana Alvarez de Toledo és una politica intel·ligent i valenta, i si la veritat us cou, us aguantais. La informacin de la vostra cadena és pur odi, mentides, manipulacion, o us callais quan una mica afecta a l'esquerra. Bravo Cayetana.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['odi', 'mentides', 'manipulacion']
171	tweet91_1235610129506148354	"@IreneMontero Encara sort q tens ms ""educacin"" que @cayetanaAT ...........si no no s q pondras en les pancartes del dóna 8 ......"	NOVIOLENTO	NO				[]
857	tweet69_990566223443320833	@fabianonlineok @decanocomuy Pensar que van estar 100 aos sense estadi i ara es preocupen per la llum del nostre.. #dasPena	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['dasPena']
2532	tweet15_1234836266316898305	@laSextaTV Em representa!	NOVIOLENTO	NO				[]
1277	tweet1_1592459246775386112	@HoyPorHoy Amb totes les tropelas que est fent el teu amo i seor i no us quitis a Ayuso de la boca. Fàstic és poc.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fàstic és poc']
1018	tweet67_1592869834424930304	Que diuen des de l'OTAN que el msil llançat contra Polònia és ucraïnès, però que la culpa és de Rússia perquè va ser qui inici el conflicte...(?)  Fa tant fàstic Zelenski i l'OTAN com Ana Rosa, VX , Ayuso, el CGPJ i Gil Manzano...JUNTS !!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fàstic']
1917	tweet97_1234994456379576320	@laSextaTV No s si Cayetana ella sola podr salvar al PP.	NOVIOLENTO	NO				[]
2156	tweet39_1234951073288400896	@laSextaTV Sou fem periodstica. Venuts al comunisme i a Snchez.  Dóna vergenza aliena veure la vostra cadena sectària. En el meu domicili fa molt temps que us tinc vetats. Sou uns manipuladors de molta cura.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Sou fem', 'Dóna vergenza aliena', 'Sou uns manipuladors']
1248	tweet67_1593250779120664576	@ppmadrid AYUSO DAS ASCO	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	[]
2666	tweet26_1235677207428821001	@IreneMontero Si veig una dona sola i borratxa intentant arribar a casa, la meua obligacin moral com a home és acompaarla. Encara que siga en la distància. #SoyUnHombre	NOVIOLENTO	NO				[]
2623	tweet58_1235520324399239168	@laSextaTV Cayetana ha tingut un parell d'ovaris ben posats.	NOVIOLENTO	NO				[]
962	tweet4_1591881153266741248	@PF255 @elyiyitu @sjar73 @marianlave @abc_és Quan no hi ha arguments Presa i al maig una altra en la teua puta cara!! I a xuplar Ayuso 4 aos amb MAYORIA ABSOLUTA!! Agur eta zoaz betiko!! https://t.co/muu5b1mtza	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['en la teua puta cara!!']
1433	tweet80_1234974292237938690	@laSextaTV Joer!. He estat una estona dndole al dit p'a baix i no he trobat ningn tuit favorable a vosaltres. Hacoslo mirar. Sembla que @cayetanaAT ha donat en el clau.	NOVIOLENTO	NO				[]
2278	tweet63_1234944699712049152	@laSextaTV Pagueu als becaris i respecteu la llibertat d'expresin. Del que ha dit el vicepresident d'empresonar periodistes no decs res	NOVIOLENTO	NO				[]
1005	tweet51_1592537315704197120	Va de puta mare, avui m'empalme i em van avisar que baixe la dosi de viagra i no veja fotos d'Ayuso https://t.co/lgw0ddheaj	NOVIOLENTO	SI				['de puta mare']
1147	tweet34_1234900190911488005	@laSextaTV Aquesta dona té ms testosterona que molts que es defineixen com a homes. Ha dit una veritat com un temple, però al progressisme comunista-socialista no li agrada que li facen crticas.	NOVIOLENTO	NO				[]
1142	tweet24_1235514881174056961	@IreneMontero  i llavors, porq aqueix ministeri es va posar de costat en el cas de les 15 menors violades i prostituïdes?	NOVIOLENTO	NO				[]
1749	tweet49_1235207086021189632	@IreneMontero Das vergenza aliena. Sembla que unes quinceaeras acomplexades estn dirigint un ministeri. Aconseguireu que ens avergonyim els dems de ser espaoles	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Das vergenza aliena', 'quinceaeras acomplexades']
85	tweet51_1235122123447795713	@laSextaTV Però si el que diu és la realitat!!!pregunteu als vostres espectadors que ideologia tenen i perquè veuen la vostra cadena. Segur que us responen que per la vostra neutralitat!! https://t.co/q10mdq8jdg	NOVIOLENTO	NO				[]
141	tweet47_1235218909625753600	@IreneMontero Anar soles i borratxes en un callejon, sempre ser un perill per moltes lleis que publiqueis  Tambien habeis signat moltes lleis de violència de genere, i les morts es multipliquen  No es pot dir tanta chorrada perillosa	NOVIOLENTO	NO				[]
867	tweet90_1235285498018623489	@IreneMontero L'eslògan, per molt que intente arreglar-lo, no diu res de la roba, s diu, no obstant això, sobre un problema molt greu en els jvenes i la diversin nocturna com és l'alcoholisme.	NOVIOLENTO	NO				[]
2256	tweet24_1235310614190452738	@IreneMontero Sostenella i no enmendalla. Sals  a xafogor diària. https://t.co/fbsbdmvxrl	NOVIOLENTO	NO				[]
618	tweet9_1235311674820907009	@IreneMontero La primera cosa que tena que fer en el Ministeri (adems de celebrar el seu compleix) i va i la fa malament. Li han hagut de corregir fins a les maysculas.  L'important de la seua llei és que és tronada, molt tronada, redundant en alguns aspectes i fatal en uns altres (reduccin de condemnes).	NOVIOLENTO	NO				[]
1802	tweet23_1235246158055968770	@IreneMontero A veure Irene, en els jocs online exclus a famosos per la repercusin infantil, a causa de la influència que tenen sobre els nios, no obstant això normalitzes que una vicepresidenta i banderera del feminisme exigisca poder arribar BORRATXA a casa. Irene, tens fills, reflexiona.	NOVIOLENTO	NO				[]
1001	tweet47_1591564537291051015	La Sexta segueix amb l'assetjament i enderrocament a Ayuso. Puta merda.  #xplicasanidad	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Puta merda']
1438	tweet86_1235192753992224768	@IreneMontero Trau tambin lliure de dones i homes borratxos. Ridcula!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Ridcula']
2561	tweet67_1235701630911139840	@laSextaTV Qu sinvergenza eres t saps molt bé que quin compta mentida sou vosaltres que sou mentiders compulsius tant t com casat no contis res ms que mentides no hacis poltica simplement mentides després de mentides i bloquejar tot i h el paripe	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Qu sinvergenza eres', 'sou mentiders compulsius']
2581	tweet93_1235197073374547969	"@laSextaTV Potser esmente? Ferreras crec q va dir que era una cadena pro""esquerra"" Anem per no dir ultraizquierda pq defendeis l'indefensable..o ni hablais.. Per a quan un especial dels 700 milions dels ERES, les nias prostituïdes,els malbarataments de #lachiki ,l'Iva,#Jusapol ?"	NOVIOLENTO	NO				[]
1121	tweet93_1591803224100835331	Ayuso Trump. Fàstic absolut cap a aquesta persona. https://t.co/sw8jcscvqt	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fàstic absolut']
391	tweet17_1234971297265774593	@laSextaTV Les Veritats ofenen. Estmagos agraïts, adoctrinats.	NOVIOLENTO	NO				[]
450	tweet4_1591839260789067776	@Xuxipc La que s'ha embolicat per 35 medicos amb dos collons, ayuso,escuder etc etc al puto carrer.155 yaaaaaaa. Tot el meu suport	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['al puto carrer']
2678	tweet50_1235186676550569984	@IreneMontero Totalment d'acord, res ho justifica ( llevat que la xica vulga *******) però has de reconèixer que el missatge és ambigu, destinat a la poblacin amb ganes de rebelda	NOVIOLENTO	NO				[]
905	tweet37_1591016822257876992	@MGuardiolaPP @sanchezcastejon @GFVara Puta neciesa mental pepera....    Tctica de la lobotomizada d'Ayuso..      Snchez...  O tren extremeo.... Que tendr que veure els cohones pa menjar blat....     La relacin slo la veuen vostès...  Ments desbaratades...	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Puta neciesa mental', 'pepera', 'lobotomizada', 'Ments desbaratades']
2591	tweet7_992241127318216707	"#Terrible Diu el #Fracassat #AgustinJulio que @Santafe va a lluita pel contingent a #sudamericanaxfox  No és molt #Mediocre ""lluitar"" per un tercer lloc entre QUATRE equips?"	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fracassat', 'Mediocre']
2254	tweet21_1234913077738573825	@laSextaTV @cayetanaAT Cayetana els votants PP estem amb tu i estem al davant d: -Ferreras, la Sexta i els seus  periodistes -Marhuenda i els seus babosadas -Susana Griso i els seus palmeros -rtve al complet -polticos maricomplejines CAYETANA GRAN I VALENT. S FORT I AGUANTA LA PRESIN. Et volem.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['babosadas', 'palmeros', 'maricomplejines']
849	tweet57_1234900877162446848	@laSextaTV I espere que no ho faça jams.	NOVIOLENTO	NO				[]
2426	tweet57_1235204911589097473	@laSextaTV Perquè té razn. No té per qu retractar-se: est dient la veritat.	NOVIOLENTO	NO				[]
682	tweet10_1235243802098573315	@IreneMontero @IgualdadGob IRENE, de galapagar se't va l'olla, aquestes mal molt malament.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['se't va l'olla', 'aquestes mal']
836	tweet40_1235509830267342848	@IreneMontero Si filla , arregla arregla	NOVIOLENTO	SI				[]
1536	tweet55_1234843775396188160	@laSextaTV I té razn.	NOVIOLENTO	NO				[]
2286	tweet74_1235520021532733440	@laSextaTV Que s'ha de retractar https://t.co/mqmvglypkm	NOVIOLENTO	NO				[]
219	tweet63_1235111490648064000	@laSextaTV Encara sort que algú posa en el seu lloc adequat als de la superioritat moral.	NOVIOLENTO	NO				[]
1192	tweet5_1591873764119441408	En això consisti la movilizacin contra Ayuso?.  Fàstic infinit i certesa de tornar a votar a Ayuso https://t.co/3xks2hhiwy	NOVIOLENTO	SI				['Fàstic infinit']
2399	tweet17_1234885603092725762	@laSextaTV No ha dit gens ofensiu. En la sisena deberais estar orgullosos que es reconega que hacis molt bé la propaganda sectària que us habais proposat fer. Good job	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['propaganda sectària']
686	tweet15_1234940523900784642	@laSextaTV I amb razn, ja est bé de chuparsela al Dr. Frau	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['chuparsela']
163	tweet82_1235157272784928768	@laSextaTV La sacais amb el braç enlaire per alguna razn en particular?  Se us veu el plomall en cada gest, en cada notícia...	NOVIOLENTO	NO				[]
1271	tweet92_1591769443318775808	"A Pdro li demanen comentaristes des dels mitjans la dimisin dóna s i dóna tambin perquè la situacin del pas ""és insostenible"".  A Ayuso li munten una manifestacin massiva i segurament ningn mig majoritari insinuar que haguera d'anar-se a la seua puta casa."	NOVIOLENTO	SI				['puta']
2150	tweet28_1235503210678366208	@laSextaTV Quan dol és perquè alguna cosa est fent bé. Si pica, rascar-vos.	NOVIOLENTO	NO				[]
2605	tweet29_1235195054542786561	@IreneMontero Tela amb la declaracin	NOVIOLENTO	NO				[]
27	tweet39_1235466274295201792	@laSextaTV Doncs clar que no s'ha de retractar. Si té tota la razn, hacis caixa a costa d'erosionar al nostre pais, polaritzant a la gent. Sou fem.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Sou fem']
469	tweet31_1592751677186093057	@VivaE96807728 Que fàstic, és pitjor que Fra-casat, si poguera ser ventilada a Ayuso, és un traïdor.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que fàstic', 'traïdor']
1040	tweet96_1591578350547775490	@hope_enpie @IdiazAyuso A veure enterao,si tant saps,en comptes de ficar-te amb Ayuso,mtete amb els quals s'han reunit per a parlar del canvi climtico a Egipte on es van presentar un moontn de lobbies de combustibles fsiles i deixa en pau d'una puta vegada a AYUSO,CANSALMAS.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['d'una puta vegada', 'CANSALMAS']
2589	tweet5_1235119651526328321	@laSextaTV Que rar que us critiquen, si de Ferreras a Wyoming , passant per Pastor sou el súmmum de la pluralitat, aquest finde teneis  festa de pijames a casa els marquesos?	NOVIOLENTO	NO				[]
127	tweet21_1235139826321588224	@laSextaTV fa molt bé!! sou uns sectaris que insultais permanentment la imparcialitat del bon periodisme	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectaris', 'insultais']
949	tweet89_1592838183804612608	ALMODOVAR AQUEIXA ÉS TOTA LA INTEL·LIGÈNCIA QUE TENS?  DIR RABOSA A AYUSO?  PERQUÈ MIRA LARGATE DE MADRID  SI NO T'AGRADA AYUSO I ALMEIDA ET FOTS, ELS HEM TRIATS ELS MADRILEOS/AS -#A VIOLENT		SI	MODERAT	EXECUTOR	ALTRE	['RABOSA', 'ET FOTS']
978	tweet21_1591781284027990017	@Monica_Garcia_G No saba jo que tenamos tants mdicos , mdicas ,mediques . Que amb uns 3.173.568 ?  Que de gent,genta,gento.  Saps que et dic Doctora reconvertida en Mdica   Que feu molt FÀSTIC..  ANEU CONTRA AYUSO no amb el nimo de millorar la sanitat . Vomitiu.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que feu molt FÀSTIC', 'Vomitiu']
711	tweet47_1234939378755153921	@laSextaTV Quan es diu la veritat no cal retractar-se, la secta és una porqueria que serveix de corretja de transmisin al Dr. fake.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['porqueria']
909	tweet43_1592444536789389312	@RosaVillacastin @JesusLopez @felixlopez i ho diu la charo-mamporrera premium que est tot el dóna metiendose amb ayuso l'ANADA...  Sou bruts....fàstic doneu.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['charo-mamporrera', 'l'ANADA', 'Sou bruts', 'fàstic doneu']
1273	tweet95_1592147188364505088	@TomasPeriko @JesusCintora 200 busos de tota Espaa van portar a Madrid milers  de persones , per la sanitat d'Ayuso ,per qu a Astúries , Extremadura , CLM ,CyL , Aragn, Cantàbria , València la sanitat va de puta mare , l'esquerra va portar a Madrid gent de tota Espaa amb 2 entrepans i dues aigües	NOVIOLENTO	NO				['va de puta mare']
1364	tweet93_1592197357751631872	@MaxTena1 Que fàstic de gentussa. Resulta que tothom vot a Ayuso i ara s'ompli MADRID d'antiayusos. Jajaajaja. Si no fóra pel fàstic que em donen els rojos em reira de debò. Per favor anar-vos tots a Corea del Nord. Gràcies	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que fàstic de gentussa']
2142	tweet18_1235223251212738562	@laSextaTV La pura veritat!!	NOVIOLENTO	NO				[]
2231	tweet76_1235234634268659712	"@laSextaTV Pablo Iglesia  amenaça amb ficar a la carcel a periodistes q no són afins al..anem fer-los""presos polticos""no us he vist ni un titular.no obstant això a cayetana l'acribillais per pensar com pensem la mayoria d'espaoles..sou uns feixistes! https://t.co/6imxi2pn4u"	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sou uns feixistes!']
716	tweet52_1235086766714961920	@laSextaTV Ol per Cayetana!! Estem amb tu això és el que pensem d'aqueixa tv sectària i basurienta!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectària', 'basurienta']
1595	tweet41_1235190195907112960	@IreneMontero Si no porten falda com dius?	NOVIOLENTO	NO				[]
