	aneu	text	label	insulte	grau	rol	tipus	insults
724	tweet70_1591761009932664832	@WillyTolerdoo Aprofiten la sanitat per a muntar el pollastre a Ayuso, però en les comunitats governades pel psoe tot funciona de puta mare, cada vegada ms convençut  als espaoles ens estn tornant borregos	NOVIOLENTO	SI				['de puta mare']
725	tweet56_1234925417817137153	@laSextaTV COOOOO ... algú amb DOS OVARIS que us diu el que sou, LA SECTA uns miserables sectaris, dirigits per uns milionaris descerebrats ... menys cansalada viada i ms encisam !!!	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['miserables sectaris', 'descerebrats']
726	tweet63_1234903458219687939	@laSextaTV Això és el que pense de la vostra imparcialitat https://t.co/cgik5s9any	NOVIOLENTO	NO				[]
727	tweet98_1234949911969456135	@laSextaTV Potser és perquè no respetais la llibertat d'expresin.	NOVIOLENTO	NO				[]
728	tweet84_1234828959512236032	@laSextaTV OK, prenc nota...	NOVIOLENTO	NO				[]
729	tweet20_1235651518440734720	@IreneMontero @IgualdadGob Una pregunta. Si un to et crida pel carrer un improperi sexual i t'ofereix diners, el consideraris assetjament sexual o una oferta de treball?	NOVIOLENTO	NO				[]
730	tweet53_1234938791657398279	@laSextaTV No sols ha dit això, posar la seqüència completa, sectaris https://t.co/wu1vbxv31l	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectaris']
731	tweet21_1235447015728967681	@IreneMontero Bona vesprada seora #ninistra. Aqu un suggeriment per a vostè i el seu equip. Salutacions. https://t.co/kl7ve5yhlq	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['seora #ninistra']
732	tweet27_1234889709165432839	@laSextaTV Que es torne a argentina i ens deixe en pau que és pesada. Ni els del seu partit l'escolten en el congrés	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ens deixe en pau', 'és pesada']
733	tweet21_1235320479457693696	@IreneMontero Perquè baixar el preu dels cubatas, home ja.	NOVIOLENTO	NO				[]
734	tweet7_1592152818538123267	A la puta ,i els argentins que van estimar a Ayuso per parlar del peronisme dnde estn , xics Ayuso els necessita ! https://t.co/7toibeqmff	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['A la puta']
735	tweet69_1592435365356654594	@HoyPorHoy Excel·lent comentari. Simplement, la realitat. Ayuso, totes aqueixes canalladas les llig, li les escriuen, supose que MAR. I les solt en el Club segle XXI sent aplaudida ?. Ms sota no podra caure aquest fòrum. Produeix un profund fàstic ...	NOVIOLENTO	SI				['fàstic']
736	tweet17_1234909515344162817	@laSextaTV Porta razn	NOVIOLENTO	NO				[]
737	tweet45_1235339453255868418	@laSextaTV Perquè sou un fem que vivs de fem. Boicot a la publucidad de la @secta	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sou un fem']
738	tweet10_1591890076182745088	@LaSuki7 @seanmamo_11tw @Susana___Perez Al meu Ayuso em fa fàstic , si et val? Jajaja	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['em fa fàstic']
739	tweet65_1235231956314533888	@IreneMontero #SolaYBorrachaNollegarasacasa torna al col·legi caixera que dónes vergenza aliena cada vegada que obris la boca, els rebuznos d'un ase tenen ms nivell intel·lectual que t, ja sabem com s'anomenar la teua estpida llei: Llei Sola i Borratxa. #SolaYBorracha és com acabars no tinc dubtes. https://t.co/vb08ii107r	VIOLENT	SI	GREU	EXECUTOR	POLITICA	['dónes vergenza aliena', 'estpida', 'és com acabars no tinc dubtes.']
740	tweet87_1592886862846496769	Aquesta foto li fot i molt a l@s fatxes,us imaginis a la boja d'Ayuso o al cap del crtel,Feijo?,sense puta anada d'Ingls i sense pes a Europa?,2 intiles. https://t.co/hblwf3parx	VIOLENT	SI	MODERAT	INCITADOR	ALTRE	['a la boja de', 'sense puta anada', 'intiles']
741	tweet69_1235131280423084033	@laSextaTV Donar gràcies, podra dir ms coses de vosaltres però tambin és ms educada. Ara us toca humiliar-la per a defensar-vos que ah poc us va a importa si és una dona	NOVIOLENTO	NO				[]
742	tweet16_1235187105040683009	@IreneMontero Excma. Sra. Ministra, em podra explicar en qu consisteix el consentiment exprés, és que, fins ara, no s'ha aclarit si ha de ser  per escrit, qu passa en cas que no hi haja ningú diferent de lxs actuants que puga atestar. La seua resposta em seria molt til. Gràcies.	NOVIOLENTO	NO				[]
743	tweet60_1234906769354379264	@laSextaTV lvarez d Toledo pot ser que s'haja cedit alguna cosa en els seus comentaris, però la Sexta, es passa 7 pobles cada vegada que parlen de les Dretes.	NOVIOLENTO	NO				[]
744	tweet95_1592241862517325824	feijo em xupla la polla, sanchez em xupla la polla, vox em xupla la polla, podem em xupla la polla irene esquivador em xupla la polla ayuso tmb els fatxes i comunistes em mengen la polla els carallots tmb fills de puta https://t.co/ey2dgrfwy3	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['em xupla la polla,', 'em xupla la polla', 'em xupla la polla', 'em xupla la polla', 'em xupla la polla', 'em mengen la polla', 'carallot', 'fills de puta']
745	tweet43_1235546441139044353	@IreneMontero El teu eres lerdita filla.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['lerdita']
746	tweet14_1235202122725105668	@IreneMontero UD viu en la terra, els nicos que prometen el paraso són les religions i ni tan sols aqu, sinó en el ms all. Que fem amb els socipatas? Només psicpatas es calculen l'1%,Com pretenen evitar-los? Reeducacin, concentracin .... De debò,! https://t.co/eyh9z4awn5	NOVIOLENTO	NO				[]
747	tweet47_1234862771432546305	@laSextaTV Fa puto fàstic la secta i tot aqueix greixum Procomunista tirant pesta de qualsevol que no promoga la seua doctrina....	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fa puto fàstic', 'secta', 'greixum']
748	tweet11_1234896124273623041	@laSextaTV Aquesta dona slo diu veritats com puos	NOVIOLENTO	NO				[]
749	tweet28_1234952488903675904	"@laSextaTV Se li oblida a Cayetana incloure a la 4 dos mitjans  d'humillacin diària als constitucionalistes, no extraa que els anomenats barons del PP la critiquen, ells eren de l'equip dels ""sorayos"" que aval a la ""secta"" amb bona financiacin.. As ens va, suportant insults."	NOVIOLENTO	NO				[]
750	tweet25_1234945395542970370	@laSextaTV La Secta Anti-Espaa, progre i mentidera.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['La Secta', 'mentidera']
751	tweet33_1234864100531953664	@laSextaTV Parleu del Coletas!!! Que vol engarjolar periodistes!!! CABRONS!!!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['CABRONS']
752	tweet67_1592090478232883201	@dsegoviaatienza En el seu centre de salut diu, no a comanda aquesta cita en el seu centre de salut en la seua puta vida. Ana Rosa és cmplice del genocidi de les residències aqu a Madrid. Ella tap i minti per a protegir a la genocida d'Ayuso. Continua mentint per a ajudar a una Trumpista.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['en la seua puta vida', 'cmplice', 'genocidi', 'minti']
753	tweet86_1234921217129316359	@laSextaTV @cayetanaAT Estic amb tu @cayetanaAT ol	NOVIOLENTO	NO				[]
754	tweet2_1236009622701576192	"@IreneMontero Corregiu això de ""borratxes"" Irene, i el missatge quedar genial. El feminisme és molt necessari per a molts però l'alcoholisme és una desgràcia per a tots. #feminismonoesalcoholismo"	NOVIOLENTO	NO				[]
755	tweet78_990697747832487936	@GloriaTrevi registr la polmica cancin #Rabosa que des de #DePelicula es rumor que la gravara! Ser que finalment l'escoltarem? https://t.co/bcaadshhxp	NOVIOLENTO	SI				['Rabosa']
756	tweet76_1235090712544202752	@laSextaTV Però, existeix la Sexta?	NOVIOLENTO	NO				[]
757	tweet63_1236268881133649921	@laSextaTV @cayetanaAT Ella aquesta dient la verta la Sexta són podemista i no els interessa dir res del que han roba el socialista perquè si no pablito s'enfata amb estedes.	NOVIOLENTO	NO				[]
758	tweet22_1235085933575192577	@laSextaTV Qu és La Sexta?	NOVIOLENTO	NO				[]
759	tweet64_1593128726128394241	@Alfrien El rar és q no troben exao la.culpa a ayuso o aa franc de la puta merda de.llei q an montao.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la puta merda']
760	tweet38_1235159491345338368	@laSextaTV Totalment d'acord amb @cayetanaAT	NOVIOLENTO	NO				[]
761	tweet37_990029512267223040	Que algú le avis a la tarada est que usar Photoshop per a hacerce la flaca no li donarà un resultat miraculós en el seu cos, a veure si as Deixa de criticar una mica i es mra ms a l'espill. #Ridicula	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['tarada', 'Ridicula']
762	tweet57_1235612610088890379	@IreneMontero És al·lucinant l'orgullosa insolvència intel·lectual que llueix la seora ministra.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['insolvència intel·lectual']
763	tweet56_1235229782595579906	@laSextaTV Però si és veritat!	NOVIOLENTO	NO				[]
764	tweet50_1235212992859512833	@laSextaTV Totalment cert el que diu Alvarez de Toledo!	NOVIOLENTO	NO				[]
765	tweet69_1235214399851450368	@IreneMontero Slo aportes toxicitat, falta d'educacin i manques infinites en formacin. Fomentes l'odi. No em representes per a res com a dona. Em dóna vergenza que parles en el meu nom #Irenemonteronomerepresenta	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['toxicitat', 'Fomentes l'odi']
766	tweet91_1592270910505066497	@anluma99 És que després us quejis si us insulten. T et creus, fill de la gran puta, que pots dir micos als quals voten a Ayuso? Potser creus, gos sarnós, que eres immune perquè creus ser progressista? Eres una merda. Però no una merda important, eres una merda ms entre totes.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fill de la gran puta', 'gos sarnós', 'Eres una merda', 'eres una merda ms']
767	tweet55_1234935042759151616	@laSextaTV SECTA = AQUEIXA CADENA COMUNISTA QUE EST A favor DEL COMUNISME,SEPARATISME I DEMS VERGENZAS!! UNA CADENA QUE DIFAMA I ABOCA TOTES LES SEUES BILIS SOBRE TOTS AQUELLS QUE NO PENSEN AMB ELLS !  FÀSTIC DE CADENA !	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['VERGENZAS!', 'DIFAMA', 'ABOCA TOTES LES SEUES BILIS', 'FÀSTIC DE CADENA']
768	tweet13_1234848674909474816	@laSextaTV Que els donen, a Cayetana i a la secta	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Que els donen']
769	tweet97_1234903069818839042	@laSextaTV Quan es diu la veritat no cal retractar-se, la secta és una porqueria que serveix de corretja de transmisin al Dr. fake.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la secta', 'és una porqueria']
770	tweet45_1592513341247098882	Callate d'una puta vegada Ayuso  https://t.co/fkffdoieah	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Callate d'una puta vegada']
771	tweet25_1235262584712024064	@IreneMontero Mare dt. qu pena. La nia del pastís vol ser la protagonista i no sap com	NOVIOLENTO	NO				[]
772	tweet12_1235057965805133826	@laSextaTV Soplamocos al Ferreras....	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Soplamocos']
773	tweet33_1235148692765761536	@laSextaTV Gran Cayetana. Ja era hora que algú diga la veritat sobre la Sexta.	NOVIOLENTO	NO				[]
774	tweet59_1235018489590697984	@laSextaTV Gran Cayetana @cayetanaAT	NOVIOLENTO	NO				[]
775	tweet0_1235109238537629701	@laSextaTV #LaSecta estis malalts de social comunisme milionari, gentussa que caga per la boca i ah estis gràcies al traïdor i fastigós Rajoy que us facilit la supervivència creant els dos monopolis televisius que tant inculte d'Espaa perd el temps veient	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['estis malalts', 'gentussa', 'caga per la boca', 'traïdor', 'fastigós']
776	tweet22_1591764363643609089	@AntonioMaestre Després guanyar Ayuso igual, montis el que montis   La sanitat fa fàstic en tota Espaa i és culpa de tots els polticos i dels propis mdicos	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['fa fàstic', 'és culpa de']
777	tweet21_1592137697526779905	@HoyPorHoy Ests malalta d'odi és as el teu i els q empatitzen amb tu siga q és culpa d'ayuso? I C. la taca que fem? Una ambulància és morir-te 3 o 4 vegades un hospital el nico que hi ha a Toledo es tarda 1 hora des d'on tinc la casa i és Madrid el problema? Feu fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Ests malalta d'odi', 'Feu fàstic']
778	tweet14_1234867616201805824	@laSextaTV No veig en qu no té razn...	NOVIOLENTO	NO				[]
779	tweet58_1591355703100289025	Però que fàstic que doneu -&gt; Ayuso cedeix gratis dues parcel·les valorades en ms d'11 milions per a construir dos centres concertats  - @IDiazAyuso @ComunidadMadrid  https://t.co/1stfzmlnfr	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['que fàstic que doneu']
780	tweet4_1593211071917363201	@enhorabona_tinga @SeorBarriga5 @alfonsopmedina I si, sou una puta secta que no es qüestiona res, mai, jams. SEMPRE és error dels dems, un complot, masclisme, Franco, Ayuso, clavegueres, Ultradreta. Madureu una mica collons	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sou una puta secta', 'masclisme', 'clavegueres']
781	tweet42_1235599501194297346	@laSextaTV Potser vosaltres us retractais de tota la porqueria sectària que soltais? https://t.co/efxrhokzpi	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['porqueria', 'sectària']
782	tweet47_1592131089552007174	me la sua el que diguen: si eres de madrid i votes a ayuso no vols en absolut a la teua terra i eres un complet egoista i carallot que en lloc de cervell té serrn al cap i que acabar fotut en un futur per les polticas d'aqueixa puta feixista desballestada.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['carallot', 'puta', 'puta feixista desballestada']
783	tweet20_1234919098536034304	@laSextaTV  T que crees ? https://t.co/vdtcqcg2cg	NOVIOLENTO	NO				[]
784	tweet94_1234912697138995201	@laSextaTV Q puto fàstic doneu. Prompte se us acabar la ganga. Periogolfos	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['puto fàstic doneu', 'Periogolfos']
785	tweet29_1235299479353511937	@IreneMontero Quan les dones criden això pel carrer, és que no han arribat todava a la majora d'edat perquè són unes niatas.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['niatas']
786	tweet52_1234848472341393416	@laSextaTV @cayetanaAT Q pena q en PP no hi haja mes persones com la teua . Eres gran perquè defenses i mestresses la llibertat . Ho tens tot en contra : distingida; intel·ligent; culta .... sense complexos i dona. Anime i no defallisques !	NOVIOLENTO	NO				[]
787	tweet39_1235241338737741827	"@IreneMontero Si però habra que dir-ho d'una altra manera. Jo ho deixara en ""soles"" sense ms. El cmo és cosa de cadascuna. No és bo restringir suports a les reivindicacions."	NOVIOLENTO	NO				[]
788	tweet39_1234931722644525056	@laSextaTV @cayetanaAT FOTRE ALMENYS AMB  EL FRARE ENS DESCOJONBAMOS,AMB AQUESTA HAUREM D'AGUANTAR EN ESPAA LA POLTICA SUDAKA MES PESTILENT I ÉS QUE EL PPODRIDO NOMÉS SAP IMPORTAR PORQUERA	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['SUDAKA', 'PESTILENT', 'PPODRIDO']
789	tweet90_1234974108288348160	@laSextaTV @cayetanaAT Cayetana val molt i el sabis, sectareos. Ferreras, tranqui,tronc.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectareos']
790	tweet14_988937512675495941	Puta que deshonra els orgull Llatins. #margaros #puto #maricon https://t.co/dznrwfgju5	VIOLENT	SI	MODERAT	EXECUTOR	HOMOFOBA	['Puta', 'deshonra', 'puta', 'maricon']
791	tweet86_1234833325682036737	@laSextaTV @cayetanaAT Jo estic totalment d'acord amb Cayetana. La SEXTA és ultra sectària	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ultra sectària']
792	tweet84_1592195131863699456	@Monica_Garcia_G t'ho he dit diverses vegades,l'amor i l'odi estan molt proximos,deixa aqueixos odis d'una puta vegada i vaig donar a ayuso que la mestresses amb tot el teu ser,coo	NOVIOLENTO	SI				['puta vegada', 'coo']
793	tweet47_1235200818959310849	"@IreneMontero ""Quan les dones criden als carrers"" amb sort algú les denuncia per fer soroll"	NOVIOLENTO	NO				[]
794	tweet10_1235298069803040769	@IreneMontero Rebaixar la condemna dels violadors en una Llei per a les mates és rerse de les dones. #SolaYBorracha	NOVIOLENTO	NO				[]
795	tweet31_1591339826552672257	@JOSEMANUELSOTO1 Puta demagògia, i tot per no dir que a Madrid l'Ayuso s'est carregant la sanitat pblica, Soto és un miserable	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['Puta', 's'est carregant', 'és un miserable']
796	tweet56_1234937899168272384	@laSextaTV Grnde Cayetana.	NOVIOLENTO	NO				[]
797	tweet71_989730436111679489	@AndreaMejia0912 Si vols el pblico complet? Jajajajaja #NadieTeQuiere	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['NadieTeQuiere']
798	tweet31_1235320045691117576	@IreneMontero La realitat és que el malament existeix. Tenim el dret al fet que el mal no existisca i a no prendre, per tant, cap precaucin en cap circumstància? Clar! I a un Ferrari, tambin!	NOVIOLENTO	NO				[]
799	tweet30_1235298555696472064	@IreneMontero I t consideres que això és feminisme?????	NOVIOLENTO	NO				[]
800	tweet78_1234970649115820034	@laSextaTV @cayetanaAT @cayetanaAT em representa!	NOVIOLENTO	NO				[]
801	tweet21_1235130699969171456	@laSextaTV Si creu que ha de criticar-la, l'honest és que ho faça.	NOVIOLENTO	NO				[]
802	tweet82_1592413885818372098	@victorgdlv Per a Almeida: carapolla i per a Ayuso: ANADA, assassina i puta. No són insults, són uns cariosos sobrenoms de l'esquerra.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['carapolla', 'assassina', 'puta']
803	tweet83_1235479241040572416	@IreneMontero Es pot ser mes simple???	NOVIOLENTO	NO				[]
804	tweet99_1235266135722995712	@laSextaTV I molt bé que fa !! Jo amb tu Cayetana.	NOVIOLENTO	NO				[]
805	tweet88_1591543881610436610	Unnime, diu. Els madrileos estem amb Ayuso per majora absoluta i cada vegada ens donen ms fàstic els roig, els sanitaris parsitos i, en general, els funcionaris. https://t.co/m5awjodwgv	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ms fàstic', 'parsitos']
806	tweet79_1234985550592888833	@laSextaTV És lliure d'expressar el que, per cert, pensem milers d'espaoles. All i aigua.	NOVIOLENTO	NO				[]
807	tweet62_1234960465740095488	@laSextaTV I @laSextaTV rebuscant la foto de lvarez de Toledo que sembla que est fent la salutació Nazi. La Secta és el Ministeri de propaganda del Govern. #CierreTVE	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['La Secta']
808	tweet84_1235398233293312002	@laSextaTV i diu la veritat. Encara que els dolga. la veritat molesta i això es nota en aqueixa casa. Fàstic de lloc.	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['Fàstic de lloc']
809	tweet53_1593372434375262210	@ionebelarra Aprovar lleis arbitràries, sense tenir ni puta idea, és millor!!, ms vots per a Ayuso i VOX!! https://t.co/hxddwxouor	NOVIOLENTO	SI				['ni puta idea']
810	tweet27_1234888563679993856	@laSextaTV  ...Cayetana diu el que pensem els Espaoles Constitucionalistes ... #laSECTA  #podridasROBEMOS  #progreSchavistas HUNDIENDOESPAA https://t.co/kamvarmbrh	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['laSECTA', 'podridasROBEMOS', 'progreSchavistas']
811	tweet69_1235195396089171969	@IreneMontero Per a la prxima llei que ens comencen a castrar i a la següent les cmaras de gas. https://t.co/krywexvsra	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['castrar', 'cmaras de gas']
812	tweet76_1592169147361890307	@MdeHacienda Clarament. Perquè a Madrid es viu de puta mare, i és enngran part, gràcies a Ayuso, asi que si, seguir el teu consell.	NOVIOLENTO	SI				['de puta mare']
813	tweet69_1591752719039086592	Parle amb el meu germà i em diu que es va a la manifestacin en contra de la Sanitat (contra Ayuso bsicamente). Em mossegue la llengua, em puja la mala llet pel clatell, avorrisc la seua postura, estic rabiosa... I pel bé de la família m'he de callar. Qu fàstic!!!	VIOLENT	SI	MODERAT	PASSIU	ALTRE	['estic rabiosa', 'Qu fàstic!!!']
814	tweet33_1593125758687678465	@PGuillermoSerra I la filla de la gran puta d'ayuso haciendole el caldo de cultiu als quals volen guanyar diners amb  això.  I el mateix dic.per a qualsevol politico que no fa les coses pel poble.  Revolucion.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la filla de la gran puta']
815	tweet50_1235261613734846470	@laSextaTV Vostros us tennis que retractar i desaparèixer. #LaSecta	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['desaparèixer', 'LaSecta']
816	tweet38_1234855114105671681	@laSextaTV @jesumontana Ser perquè té razn	NOVIOLENTO	NO				[]
817	tweet10_1234953312526618625	@laSextaTV Molt bé. Posar la foto q queris per a atacar-la. Perp diu el q pensa la meitat dels espaoles. Habeis promogut a Podemos i a Sanchez.	NOVIOLENTO	NO				[]
818	tweet93_1235110601484951552	@laSextaTV Bravo Alvarez de Toledo !!!!.... mentides i populisme és el que es fa en la Sexta	NOVIOLENTO	NO				[]
819	tweet71_1591897933422940160	@MarioGarcesSan Puta és un afalac, Ayuso és ms ben homicida.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['Puta', 'homicida']
820	tweet29_1234953769588273153	@laSextaTV Retractar-se de qu? De dir la veritat?	NOVIOLENTO	NO				[]
821	tweet52_1234874810737532931	@laSextaTV I no ho diu ella, ho diem molts. Fins i tot Ferreras reconeix que no és neutral, és el matn de pati de la pandiprogre https://t.co/cntlnkx4ek	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['matn de pati', 'pandiprogre']
822	tweet59_1234949226016247810	@laSextaTV Estic amb ella	NOVIOLENTO	NO				[]
823	tweet64_1235487666155720709	@laSextaTV @cayetanaAT Com us fot que us diguen la veritat, la llibertat d'expresin que tant proclamis és per a tots.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Com us fot']
824	tweet75_1591443370815197184	@ignaciobenitop Ayuso és nefasta per a Madrid fàstic d'ayuso	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['nefasta', 'fàstic de']
825	tweet65_1234962004315721738	@laSextaTV El que diu és palpable i notori	NOVIOLENTO	NO				[]
826	tweet43_1591845016325980160	@Rita_Maestre Els pressupostos són de Sanchez i els podemonguer i del que li donen a Ayuso ella inverteix en sanitat mes que altres comunitats, com a tennis engaada a la poblacin, s'inverteix mes a pagar els interessos del deute publica que en sanitat i ens segus endeutant mes, fa fàstic.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['podemonguer', 'engaada', 'fa fàstic']
827	tweet1_1235475834275676160	@laSextaTV Si us dóna publicitat gratuïta, pallassos	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	[]
828	tweet76_1234963911381835776	@laSextaTV No entenc.. es té q retractar de q? Si fins a Ferreras ho diu encantat, sou d'esquerres i comunistes	NOVIOLENTO	NO				[]
829	tweet67_1235208181288185863	"@IreneMontero Violències masclistes, la nova paraula una vegada que la violència de gnero comença a no donar tants vots. L'altra paraula nova és ""bretxa de gnero"", perquè ja s'ha vist que la bretxa salarial és MENTIDA. Patriarcadoooooo"	NOVIOLENTO	NO				[]
830	tweet56_1235304742114521090	@IreneMontero Perquè baixar el preu dels cubatas, home ja.	NOVIOLENTO	NO				[]
831	tweet23_1593352247370567681	@RickyRo21782940 @RosaVillacastin I la culpa d'ayuso o de les retallades de la zurdez felona?. Nose ehhh, el dolent dolent és, però per a tots. O el problema sol est a Madrid?. Ahh, i hi ha medicos/as molt fills de la gran puta. Com en la poltica i en l'obra. Un mdico pot curar i matar saps?.	VIOLENT	SI	GREU	EXECUTOR	ALTRE	['molt fills de la gran puta', 'i matar']
832	tweet91_1234947883939618816	@laSextaTV @cayetanaAT Bravo Cayetana	NOVIOLENTO	NO				[]
833	tweet24_1591860847051419648	@BARBARABELLSA @LaPradera_ @Monica_Garcia_G @Rita_Maestre @javierpadillab Borrega renfe no ho gestiona ayuso. Que fàstic de borregos. https://t.co/k9famo1ev5	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Borrega', 'Que fàstic']
834	tweet43_1235229266318708737	@IreneMontero T'has saltat el moment en el qual et pregunten sobre les eines que tendran els jutges per a comprovar el si explicite, i respons que, quan no hi ha testimonis, els jutges tendran com a eina als testimonis. Magistral.	NOVIOLENTO	NO				[]
835	tweet49_1593333877040467973	@ppmadrid @IdiazAyuso Jajajsjsjs....com s'han cercat la vida per a tapar la manifestacin sobre la seua puta gestin de la sanitat... Ayuso est podrida	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['puta gestin', 'est podrida']
836	tweet34_1234854208786063361	@laSextaTV @cayetanaAT Clar q se us veu el plomall , i al FERRERAS li falta dir camarada , no és un mitjà objectiu, q oara un periodista debera ser la seua premissa, de lis ERE han parlat de passada, el major robe d ja democràcia	NOVIOLENTO	NO				[]
837	tweet36_1235188077964005377	@IreneMontero I si ens diuen,lletja vés-te pa casa? Ser agresin sexual?	NOVIOLENTO	NO				[]
838	tweet88_990778608250642432	Disculpa no perquè et conviden x la teua mama significa que siga work #ridicula	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ridicula']
839	tweet14_1235499684149542912	@IreneMontero Avorreixes	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Avorreixes']
840	tweet96_1236248046142439424	@IreneMontero Eres una descerebrada intel·lectual...uses el ministeri per a ridculas festes d cumpleaos treballaràs amb la teua bb sabent q el 99,9 x cent ens és impossible i no ajudes a fomentar la conciliacin Us estis donant ostias d realitat xq les vostres estupideses no valen	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['descerebrada intel·lectual', 'estupideses']
841	tweet19_1235941749283045376	@laSextaTV @CapigorristaNo8 Poc  us ha dit aquesta seora ... Trossos de merda que és el que sou ...	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Trossos de merda']
842	tweet19_1234912780446261248	@laSextaTV @cayetanaAT Cayetana sempre en el meu equip!	NOVIOLENTO	NO				[]
843	tweet30_1235228528062476288	@IreneMontero Ms val que et posares a treballar investigar el que ha passat a les Balears a València i que digueres alguna cosa respecte sobre el marit d'una diputada mostra del vostre partit que ha passat perquè no ho expliques Irene perquè us la callis	NOVIOLENTO	NO				[]
844	tweet92_1592966204440051712	"@AntonioMautor Aprèn aquesta leccin, portaveu: ""Si votes merda... obtens puta merda"".  De quin és la culpa d'això ara? D'Ayuso, quizs? Vyase a continuar pasturant..."	NOVIOLENTO	SI				['merda', 'puta merda']
845	tweet64_1592110685697327107	@Francis12333073 Francisco diu qu ayuso els tenen ben posats,pel qu van viure ests persones.Fàstic no el següent https://t.co/58uajkplhe	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Fàstic no el següent']
846	tweet91_1234870431921905665	@laSextaTV Em representa totalment. No ha dit res que no pensem molts des de sempre. Llibertat d'expresin es diu, perquè com no estis acostumats us costa reconèixer-les	NOVIOLENTO	NO				[]
847	tweet50_1235231727766974467	"@IreneMontero Amb ste qu fem?  El nostre prximo Vicepresident del Govern sobre Maril Montero: ""L'assotara fins que sagne""  https://t.co/37hfptlt4o"	VIOLENT	SI	MODERAT	INFORMATIU	ALTRE	['L'assotara fins que sang']
848	tweet34_1234841780786532352	@laSextaTV @cayetanaAT Tota la razn per a Cayetana. I el meu suport pel seu valenta d'atrevir-se a denunciar-lo alt i clar.	NOVIOLENTO	NO				[]
849	tweet82_1235198851914625024	@IreneMontero FEM, ESO ÉS EL QUE ERES	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['FEM']
850	tweet16_1236051074504634372	@laSextaTV La secta és una mentida, i @DebatAlRojoVivo un programa d'adoctrinament.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['secta', 'és una mentida']
